INS_DATE,INS_CCD,INS_SCD,INS_PG,UPD_DATE,UPD_CCD,UPD_SCD,UPD_PG,EXCLUS_VER,LANGUAGE_ID,SYSTEM_ID,CLASS_ID,RESOURCE_ID,CONTENT,RESOURCE_TYPE
,,,,,,,,0,"en","C","CAS001","66","",1
,,,,,,,,0,"en","C","CAS001","67","",1
,,,,,,,,0,"en","C","CAS001","68","",1
,,,,,,,,0,"en","C","CAS001","69","",1
,,,,,,,,0,"en","C","CAS001","7","",1
,,,,,,,,0,"en","C","CAS001","70","",1
,,,,,,,,0,"en","C","CAS001","71","",1
,,,,,,,,0,"en","C","CAS001","72","",1
,,,,,,,,0,"en","C","CAS001","73","",1
,,,,,,,,0,"en","C","CAS001","74","",1
,,,,,,,,0,"en","C","CAS001","75","",1
,,,,,,,,0,"en","C","CAS001","76","",1
,,,,,,,,0,"en","C","CAS001","77","",1
,,,,,,,,0,"en","C","CAS001","78","",1
,,,,,,,,0,"en","C","CAS001","79","",1
,,,,,,,,0,"en","C","CAS001","8","",1
,,,,,,,,0,"en","C","CAS001","80","",1
,,,,,,,,0,"en","C","CAS001","81","",1
,,,,,,,,0,"en","C","CAS001","82","",1
,,,,,,,,0,"en","C","CAS001","83","",1
,,,,,,,,0,"en","C","CAS001","84","",1
,,,,,,,,0,"en","C","CAS001","85","",1
,,,,,,,,0,"en","C","CAS001","86","",1
,,,,,,,,0,"en","C","CAS001","87","",1
,,,,,,,,0,"en","C","CAS001","88","",1
,,,,,,,,0,"en","C","CAS001","89","",1
,,,,,,,,0,"en","C","CAS001","9","",1
,,,,,,,,0,"en","C","CAS001","90","",1
,,,,,,,,0,"en","C","CAS001","91","",1
,,,,,,,,0,"en","C","CAS001","92","",1
,,,,,,,,0,"en","C","CAS001","93","",1
,,,,,,,,0,"en","C","CAS001","94","",1
,,,,,,,,0,"en","C","CAS001","95","",1
,,,,,,,,0,"en","C","CAS001","96","",1
,,,,,,,,0,"en","C","CAS001","97","",1
,,,,,,,,0,"en","C","CAS001","98","",1
,,,,,,,,0,"en","C","CAS001","99","",1
,,,,,,,,0,"en","C","CAS003","1","",1
,,,,,,,,0,"en","C","CAS003","10","",1
,,,,,,,,0,"en","C","CAS003","11","",1
,,,,,,,,0,"en","C","CAS003","12","",1
,,,,,,,,0,"en","C","CAS003","13","",1
,,,,,,,,0,"en","C","CAS003","14","",1
,,,,,,,,0,"en","C","CAS003","15","",1
,,,,,,,,0,"en","C","CAS003","16","",1
,,,,,,,,0,"en","C","CAS003","17","",1
,,,,,,,,0,"en","C","CAS003","18","",1
,,,,,,,,0,"en","C","CAS003","19","",1
,,,,,,,,0,"en","C","CAS003","2","",1
,,,,,,,,0,"en","C","CAS003","20","",1
,,,,,,,,0,"en","C","CAS003","21","",1
,,,,,,,,0,"en","C","CAS003","22","",1
,,,,,,,,0,"en","C","CAS003","23","",1
,,,,,,,,0,"en","C","CAS003","24","",1
,,,,,,,,0,"en","C","CAS003","25","",1
,,,,,,,,0,"en","C","CAS003","26","",1
,,,,,,,,0,"en","C","CAS003","27","",1
,,,,,,,,0,"en","C","CAS003","28","",1
,,,,,,,,0,"en","C","CAS003","29","",1
,,,,,,,,0,"en","C","CAS003","3","",1
,,,,,,,,0,"en","C","CAS003","30","",1
,,,,,,,,0,"en","C","CAS003","31","",1
,,,,,,,,0,"en","C","CAS003","32","",1
,,,,,,,,0,"en","C","CAS003","33","",1
,,,,,,,,0,"en","C","CAS003","35","",1
,,,,,,,,0,"en","C","CAS003","36","",1
,,,,,,,,0,"en","C","CAS003","37","",1
,,,,,,,,0,"en","C","CAS003","38","",1
,,,,,,,,0,"en","C","CAS003","39","",1
,,,,,,,,0,"en","C","CAS003","4","",1
,,,,,,,,0,"en","C","CAS003","40","",1
,,,,,,,,0,"en","C","CAS003","41","",1
,,,,,,,,0,"en","C","CAS003","42","",1
,,,,,,,,0,"en","C","CAS003","43","",1
,,,,,,,,0,"en","C","CAS003","44","",1
,,,,,,,,0,"en","C","CAS003","45","",1
,,,,,,,,0,"en","C","CAS003","46","",1
,,,,,,,,0,"en","C","CAS003","47","",1
,,,,,,,,0,"en","C","CAS003","48","",1
,,,,,,,,0,"en","C","CAS003","49","",1
,,,,,,,,0,"en","C","CAS003","5","",1
,,,,,,,,0,"en","C","CAS003","50","",1
,,,,,,,,0,"en","C","CAS003","51","",1
,,,,,,,,0,"en","C","CAS003","52","",1
,,,,,,,,0,"en","C","CAS003","53","",1
,,,,,,,,0,"en","C","CAS003","54","",1
,,,,,,,,0,"en","C","CAS003","55","",1
,,,,,,,,0,"en","C","CAS003","56","",1
,,,,,,,,0,"en","C","CAS003","57","",1
,,,,,,,,0,"en","C","CAS003","58","",1
,,,,,,,,0,"en","C","CAS003","59","",1
,,,,,,,,0,"en","C","CAS003","6","",1
,,,,,,,,0,"en","C","CAS003","60","",1
,,,,,,,,0,"en","C","CAS003","61","",1
,,,,,,,,0,"en","C","CAS003","7","",1
,,,,,,,,0,"en","C","CAS003","8","",1
,,,,,,,,0,"en","C","CAS003","9","",1
,,,,,,,,0,"en","C","CAS004","1","",1
,,,,,,,,0,"en","C","CAS004","10","",1
,,,,,,,,0,"en","C","CAS004","11","",1
,,,,,,,,0,"en","C","CAS004","12","",1
,,,,,,,,0,"en","C","CAS004","13","",1
,,,,,,,,0,"en","C","CAS004","14","",1
,,,,,,,,0,"en","C","CAS004","15","",1
,,,,,,,,0,"en","C","CAS004","16","",1
,,,,,,,,0,"en","C","CAS004","17","",1
,,,,,,,,0,"en","C","CAS004","18","",1
,,,,,,,,0,"en","C","CAS004","19","",1
,,,,,,,,0,"en","C","CAS004","2","",1
,,,,,,,,0,"en","C","CAS004","20","",1
,,,,,,,,0,"en","C","CAS004","21","",1
,,,,,,,,0,"en","C","CAS004","22","",1
,,,,,,,,0,"en","C","CAS004","23","",1
,,,,,,,,0,"en","C","CAS004","24","",1
,,,,,,,,0,"en","C","CAS004","25","",1
,,,,,,,,0,"en","C","CAS004","26","",1
,,,,,,,,0,"en","C","CAS004","27","",1
,,,,,,,,0,"en","C","CAS004","3","",1
,,,,,,,,0,"en","C","CAS004","4","",1
,,,,,,,,0,"en","C","CAS004","5","",1
,,,,,,,,0,"en","C","CAS004","6","",1
,,,,,,,,0,"en","C","CAS004","7","",1
,,,,,,,,0,"en","C","CAS004","8","",1
,,,,,,,,0,"en","C","CAS004","9","",1
,,,,,,,,0,"en","C","CAS005","1","",1
,,,,,,,,0,"en","C","CAS005","10","",1
,,,,,,,,0,"en","C","CAS005","100","",1
,,,,,,,,0,"en","C","CAS005","101","",1
,,,,,,,,0,"en","C","CAS005","102","",1
,,,,,,,,0,"en","C","CAS005","103","",1
,,,,,,,,0,"en","C","CAS005","104","",1
,,,,,,,,0,"en","C","CAS005","105","",1
,,,,,,,,0,"en","C","CAS005","106","",1
,,,,,,,,0,"en","C","CAS005","107","",1
,,,,,,,,0,"en","C","CAS005","108","",1
,,,,,,,,0,"en","C","CAS005","11","",1
,,,,,,,,0,"en","C","CAS005","12","",1
,,,,,,,,0,"en","C","CAS005","120","",1
,,,,,,,,0,"en","C","CAS005","121","",1
,,,,,,,,0,"en","C","CAS005","122","",1
,,,,,,,,0,"en","C","CAS005","123","",1
,,,,,,,,0,"en","C","CAS005","124","",1
,,,,,,,,0,"en","C","CAS005","125","",1
,,,,,,,,0,"en","C","CAS005","126","",1
,,,,,,,,0,"en","C","CAS005","127","",1
,,,,,,,,0,"en","C","CAS005","128","",1
,,,,,,,,0,"en","C","CAS005","129","",1
,,,,,,,,0,"en","C","CAS005","13","",1
,,,,,,,,0,"en","C","CAS005","130","",1
,,,,,,,,0,"en","C","CAS005","14","",1
,,,,,,,,0,"en","C","CAS005","15","",1
,,,,,,,,0,"en","C","CAS005","2","",1
,,,,,,,,0,"en","C","CAS005","20","",1
,,,,,,,,0,"en","C","CAS005","21","",1
,,,,,,,,0,"en","C","CAS005","22","",1
,,,,,,,,0,"en","C","CAS005","23","",1
,,,,,,,,0,"en","C","CAS005","3","",1
,,,,,,,,0,"en","C","CAS005","30","",1
,,,,,,,,0,"en","C","CAS005","31","",1
,,,,,,,,0,"en","C","CAS005","32","",1
,,,,,,,,0,"en","C","CAS005","33","",1
,,,,,,,,0,"en","C","CAS005","34","",1
,,,,,,,,0,"en","C","CAS005","35","",1
,,,,,,,,0,"en","C","CAS005","36","",1
,,,,,,,,0,"en","C","CAS005","37","",1
,,,,,,,,0,"en","C","CAS005","38","",1
,,,,,,,,0,"en","C","CAS005","39","",1
,,,,,,,,0,"en","C","CAS005","40","",1
,,,,,,,,0,"en","C","CAS005","41","",1
,,,,,,,,0,"en","C","CAS005","42","",1
,,,,,,,,0,"en","C","CAS005","50","",1
,,,,,,,,0,"en","C","CAS005","51","",1
,,,,,,,,0,"en","C","CAS005","52","",1
,,,,,,,,0,"en","C","CAS005","53","",1
,,,,,,,,0,"en","C","CAS005","54","",1
,,,,,,,,0,"en","C","CAS005","55","",1
,,,,,,,,0,"en","C","CAS005","56","",1
,,,,,,,,0,"en","C","CAS005","57","",1
,,,,,,,,0,"en","C","CAS005","58","",1
,,,,,,,,0,"en","C","CAS005","59","",1
,,,,,,,,0,"en","C","CAS005","70","",1
,,,,,,,,0,"en","C","CAS005","71","",1
,,,,,,,,0,"en","C","CAS005","72","",1
,,,,,,,,0,"en","C","CAS005","73","",1
,,,,,,,,0,"en","C","CAS005","74","",1
,,,,,,,,0,"en","C","CAS005","75","",1
,,,,,,,,0,"en","C","CAS009","1","",1
,,,,,,,,0,"en","C","CAS009","10","",1
,,,,,,,,0,"en","C","CAS009","11","",1
,,,,,,,,0,"en","C","CAS009","12","",1
,,,,,,,,0,"en","C","CAS009","13","",1
,,,,,,,,0,"en","C","CAS009","14","",1
,,,,,,,,0,"en","C","CAS009","15","",1
,,,,,,,,0,"en","C","CAS009","16","",1
,,,,,,,,0,"en","C","CAS009","17","",1
,,,,,,,,0,"en","C","CAS009","18","",1
,,,,,,,,0,"en","C","CAS009","19","",1
,,,,,,,,0,"en","C","CAS009","2","",1
,,,,,,,,0,"en","C","CAS009","20","",1
,,,,,,,,0,"en","C","CAS009","21","",1
,,,,,,,,0,"en","C","CAS009","22","",1
,,,,,,,,0,"en","C","CAS009","23","",1
,,,,,,,,0,"en","C","CAS009","24","",1
,,,,,,,,0,"en","C","CAS009","25","",1
,,,,,,,,0,"en","C","CAS009","26","",1
,,,,,,,,0,"en","C","CAS009","27","",1
,,,,,,,,0,"en","C","CAS009","28","",1
,,,,,,,,0,"en","C","CAS009","29","",1
,,,,,,,,0,"en","C","CAS009","3","",1
,,,,,,,,0,"en","C","CAS009","4","",1
,,,,,,,,0,"en","C","CAS009","5","",1
,,,,,,,,0,"en","C","CAS009","6","",1
,,,,,,,,0,"en","C","CAS009","7","",1
,,,,,,,,0,"en","C","CAS009","8","",1
,,,,,,,,0,"en","C","CAS009","9","",1
,,,,,,,,0,"en","C","CAS011","1","",1
,,,,,,,,0,"en","C","CAS011","10","",1
,,,,,,,,0,"en","C","CAS011","11","",1
,,,,,,,,0,"en","C","CAS011","12","",1
,,,,,,,,0,"en","C","CAS011","13","",1
,,,,,,,,0,"en","C","CAS011","14","",1
,,,,,,,,0,"en","C","CAS011","15","",1
,,,,,,,,0,"en","C","CAS011","16","",1
,,,,,,,,0,"en","C","CAS011","17","",1
,,,,,,,,0,"en","C","CAS011","18","",1
,,,,,,,,0,"en","C","CAS011","19","",1
,,,,,,,,0,"en","C","CAS011","2","",1
,,,,,,,,0,"en","C","CAS011","20","",1
,,,,,,,,0,"en","C","CAS011","21","",1
,,,,,,,,0,"en","C","CAS011","22","",1
,,,,,,,,0,"en","C","CAS011","23","",1
,,,,,,,,0,"en","C","CAS011","24","",1
,,,,,,,,0,"en","C","CAS011","25","",1
,,,,,,,,0,"en","C","CAS011","26","",1
,,,,,,,,0,"en","C","CAS011","27","",1
,,,,,,,,0,"en","C","CAS011","28","",1
,,,,,,,,0,"en","C","CAS011","29","",1
,,,,,,,,0,"en","C","CAS011","3","",1
,,,,,,,,0,"en","C","CAS011","30","",1
,,,,,,,,0,"en","C","CAS011","31","",1
,,,,,,,,0,"en","C","CAS011","32","",1
,,,,,,,,0,"en","C","CAS011","33","",1
,,,,,,,,0,"en","C","CAS011","34","",1
,,,,,,,,0,"en","C","CAS011","35","",1
,,,,,,,,0,"en","C","CAS011","36","",1
,,,,,,,,0,"en","C","CAS011","37","",1
,,,,,,,,0,"en","C","CAS011","38","",1
,,,,,,,,0,"en","C","CAS011","39","",1
,,,,,,,,0,"en","C","CAS011","4","",1
,,,,,,,,0,"en","C","CAS011","40","",1
,,,,,,,,0,"en","C","CAS011","41","",1
,,,,,,,,0,"en","C","CAS011","42","",1
,,,,,,,,0,"en","C","CAS011","43","",1
,,,,,,,,0,"en","C","CAS011","5","",1
,,,,,,,,0,"en","C","CAS011","6","",1
,,,,,,,,0,"en","C","CAS011","7","",1
,,,,,,,,0,"en","C","CAS011","8","",1
,,,,,,,,0,"en","C","CAS011","9","",1
,,,,,,,,0,"en","C","CAS012","1","",1
,,,,,,,,0,"en","C","CAS012","10","",1
,,,,,,,,0,"en","C","CAS012","11","",1
,,,,,,,,0,"en","C","CAS012","12","",1
,,,,,,,,0,"en","C","CAS012","13","",1
,,,,,,,,0,"en","C","CAS012","14","",1
,,,,,,,,0,"en","C","CAS012","15","",1
,,,,,,,,0,"en","C","CAS012","16","",1
,,,,,,,,0,"en","C","CAS012","17","",1
,,,,,,,,0,"en","C","CAS012","18","",1
,,,,,,,,0,"en","C","CAS012","19","",1
,,,,,,,,0,"en","C","CAS012","2","",1
,,,,,,,,0,"en","C","CAS012","20","",1
,,,,,,,,0,"en","C","CAS012","21","",1
,,,,,,,,0,"en","C","CAS012","22","",1
,,,,,,,,0,"en","C","CAS012","23","",1
,,,,,,,,0,"en","C","CAS012","24","",1
,,,,,,,,0,"en","C","CAS012","25","",1
,,,,,,,,0,"en","C","CAS012","26","",1
,,,,,,,,0,"en","C","CAS012","27","",1
,,,,,,,,0,"en","C","CAS012","28","",1
,,,,,,,,0,"en","C","CAS012","29","",1
,,,,,,,,0,"en","C","CAS012","3","",1
,,,,,,,,0,"en","C","CAS012","30","",1
,,,,,,,,0,"en","C","CAS012","31","",1
,,,,,,,,0,"en","C","CAS012","32","",1
,,,,,,,,0,"en","C","CAS012","33","",1
,,,,,,,,0,"en","C","CAS012","34","",1
,,,,,,,,0,"en","C","CAS012","35","",1
,,,,,,,,0,"en","C","CAS012","36","",1
,,,,,,,,0,"en","C","CAS012","37","",1
,,,,,,,,0,"en","C","CAS012","38","",1
,,,,,,,,0,"en","C","CAS012","39","",1
,,,,,,,,0,"en","C","CAS012","4","",1
,,,,,,,,0,"en","C","CAS012","40","",1
,,,,,,,,0,"en","C","CAS012","41","",1
,,,,,,,,0,"en","C","CAS012","42","",1
,,,,,,,,0,"en","C","CAS012","43","",1
,,,,,,,,0,"en","C","CAS012","44","",1
,,,,,,,,0,"en","C","CAS012","45","",1
,,,,,,,,0,"en","C","CAS012","46","",1
,,,,,,,,0,"en","C","CAS012","5","",1
,,,,,,,,0,"en","C","CAS012","6","",1
,,,,,,,,0,"en","C","CAS012","7","",1
,,,,,,,,0,"en","C","CAS012","8","",1
,,,,,,,,0,"en","C","CAS012","9","",1
,,,,,,,,0,"en","C","CAS013","1","",1
,,,,,,,,0,"en","C","CAS013","10","",1
,,,,,,,,0,"en","C","CAS013","11","",1
,,,,,,,,0,"en","C","CAS013","12","",1
,,,,,,,,0,"en","C","CAS013","13","",1
,,,,,,,,0,"en","C","CAS013","14","",1
,,,,,,,,0,"en","C","CAS013","15","",1
,,,,,,,,0,"en","C","CAS013","16","",1
,,,,,,,,0,"en","C","CAS013","17","",1
,,,,,,,,0,"en","C","CAS013","18","",1
,,,,,,,,0,"en","C","CAS013","19","",1
,,,,,,,,0,"en","C","CAS013","2","",1
,,,,,,,,0,"en","C","CAS013","20","",1
,,,,,,,,0,"en","C","CAS013","21","",1
,,,,,,,,0,"en","C","CAS013","22","",1
,,,,,,,,0,"en","C","CAS013","23","",1
,,,,,,,,0,"en","C","CAS013","24","",1
,,,,,,,,0,"en","C","CAS013","25","",1
,,,,,,,,0,"en","C","CAS013","26","",1
,,,,,,,,0,"en","C","CAS013","27","",1
,,,,,,,,0,"en","C","CAS013","28","",1
,,,,,,,,0,"en","C","CAS013","29","",1
,,,,,,,,0,"en","C","CAS013","30","",1
,,,,,,,,0,"en","C","CAS013","31","",1
,,,,,,,,0,"en","C","CAS013","32","",1
,,,,,,,,0,"en","C","CAS013","33","",1
,,,,,,,,0,"en","C","CAS013","34","",1
,,,,,,,,0,"en","C","CAS013","35","",1
,,,,,,,,0,"en","C","CAS013","36","",1
,,,,,,,,0,"en","C","CAS013","37","",1
,,,,,,,,0,"en","C","CAS013","38","",1
,,,,,,,,0,"en","C","CAS013","39","",1
,,,,,,,,0,"en","C","CAS013","4","",1
,,,,,,,,0,"en","C","CAS013","40","",1
,,,,,,,,0,"en","C","CAS013","41","",1
,,,,,,,,0,"en","C","CAS013","42","",1
,,,,,,,,0,"en","C","CAS013","43","",1
,,,,,,,,0,"en","C","CAS013","44","",1
,,,,,,,,0,"en","C","CAS013","45","",1
,,,,,,,,0,"en","C","CAS013","46","",1
,,,,,,,,0,"en","C","CAS013","47","",1
,,,,,,,,0,"en","C","CAS013","48","",1
,,,,,,,,0,"en","C","CAS013","5","",1
,,,,,,,,0,"en","C","CAS013","6","",1
,,,,,,,,0,"en","C","CAS013","7","",1
,,,,,,,,0,"en","C","CAS013","8","",1
,,,,,,,,0,"en","C","CAS013","9","",1
,,,,,,,,0,"en","C","CAS014","10","",1
,,,,,,,,0,"en","C","CAS014","11","",1
,,,,,,,,0,"en","C","CAS014","12","",1
,,,,,,,,0,"en","C","CAS014","2","",1
,,,,,,,,0,"en","C","CAS014","20","",1
,,,,,,,,0,"en","C","CAS014","21","",1
,,,,,,,,0,"en","C","CAS014","22","",1
,,,,,,,,0,"en","C","CAS014","23","",1
,,,,,,,,0,"en","C","CAS014","24","",1
,,,,,,,,0,"en","C","CAS014","25","",1
,,,,,,,,0,"en","C","CAS014","26","",1
,,,,,,,,0,"en","C","CAS014","3","",1
,,,,,,,,0,"en","C","CAS014","30","",1
,,,,,,,,0,"en","C","CAS014","31","",1
,,,,,,,,0,"en","C","CAS014","32","",1
,,,,,,,,0,"en","C","CAS014","33","",1
,,,,,,,,0,"en","C","CAS014","34","",1
,,,,,,,,0,"en","C","CAS014","35","",1
,,,,,,,,0,"en","C","CAS014","36","",1
,,,,,,,,0,"en","C","CAS014","37","",1
,,,,,,,,0,"en","C","CAS014","38","",1
,,,,,,,,0,"en","C","CAS014","39","",1
,,,,,,,,0,"en","C","CAS014","40","",1
,,,,,,,,0,"en","C","CAS014","41","",1
,,,,,,,,0,"en","C","CAS014","42","",1
,,,,,,,,0,"en","C","CAS014","43","",1
,,,,,,,,0,"en","C","CAS014","44","",1
,,,,,,,,0,"en","C","CAS014","45","",1
,,,,,,,,0,"en","C","CAS014","46","",1
,,,,,,,,0,"en","C","CAS014","47","",1
,,,,,,,,0,"en","C","CAS014","48","",1
,,,,,,,,0,"en","C","CAS014","49","",1
,,,,,,,,0,"en","C","CAS014","50","",1
,,,,,,,,0,"en","C","CAS014","51","",1
,,,,,,,,0,"en","C","CAS014","52","",1
,,,,,,,,0,"en","C","CAS014","53","",1
,,,,,,,,0,"en","C","CCG001","1","",1
,,,,,,,,0,"en","C","CCG001","10","",1
,,,,,,,,0,"en","C","CCG001","100","",1
,,,,,,,,0,"en","C","CCG001","101","",1
,,,,,,,,0,"en","C","CCG001","102","",1
,,,,,,,,0,"en","C","CCG001","103","",1
,,,,,,,,0,"en","C","CCG001","104","",1
,,,,,,,,0,"en","C","CCG001","105","",1
,,,,,,,,0,"en","C","CCG001","106","",1
,,,,,,,,0,"en","C","CCG001","107","",1
,,,,,,,,0,"en","C","CCG001","108","",1
,,,,,,,,0,"en","C","CCG001","109","",1
,,,,,,,,0,"en","C","CCG001","11","",1
,,,,,,,,0,"en","C","CCG001","110","",1
,,,,,,,,0,"en","C","CCG001","111","",1
,,,,,,,,0,"en","C","CCG001","112","",1
,,,,,,,,0,"en","C","CCG001","113","",1
,,,,,,,,0,"en","C","CCG001","114","",1
,,,,,,,,0,"en","C","CCG001","12","",1
,,,,,,,,0,"en","C","CCG001","13","",1
,,,,,,,,0,"en","C","CCG001","18","",1
,,,,,,,,0,"en","C","CCG001","19","",1
,,,,,,,,0,"en","C","CCG001","2","",1
,,,,,,,,0,"en","C","CCG001","20","",1
,,,,,,,,0,"en","C","CCG001","21","",1
,,,,,,,,0,"en","C","CCG001","22","",1
,,,,,,,,0,"en","C","CCG001","23","",1
,,,,,,,,0,"en","C","CCG001","24","",1
,,,,,,,,0,"en","C","CCG001","25","",1
,,,,,,,,0,"en","C","CCG001","26","",1
,,,,,,,,0,"en","C","CCG001","27","",1
,,,,,,,,0,"en","C","CCG001","28","",1
,,,,,,,,0,"en","C","CCG001","29","",1
,,,,,,,,0,"en","C","CCG001","3","",1
,,,,,,,,0,"en","C","CCG001","30","",1
,,,,,,,,0,"en","C","CCG001","31","",1
,,,,,,,,0,"en","C","CCG001","32","",1
,,,,,,,,0,"en","C","CCG001","33","",1
,,,,,,,,0,"en","C","CCG001","34","",1
,,,,,,,,0,"en","C","CCG001","35","",1
,,,,,,,,0,"en","C","CCG001","36","",1
,,,,,,,,0,"en","C","CCG001","37","",1
,,,,,,,,0,"en","C","CCG001","38","",1
,,,,,,,,0,"en","C","CCG001","39","",1
,,,,,,,,0,"en","C","CCG001","4","",1
,,,,,,,,0,"en","C","CCG001","40","",1
,,,,,,,,0,"en","C","CCG001","41","",1
,,,,,,,,0,"en","C","CCG001","42","",1
,,,,,,,,0,"en","C","CCG001","43","",1
,,,,,,,,0,"en","C","CCG001","44","",1
,,,,,,,,0,"en","C","CCG001","45","",1
,,,,,,,,0,"en","C","CCG001","46","",1
,,,,,,,,0,"en","C","CCG001","47","",1
,,,,,,,,0,"en","C","CCG001","48","",1
,,,,,,,,0,"en","C","CCG001","49","",1
,,,,,,,,0,"en","C","CCG001","5","",1
,,,,,,,,0,"en","C","CCG001","50","",1
,,,,,,,,0,"en","C","CCG001","51","",1
,,,,,,,,0,"en","C","CCG001","52","",1
,,,,,,,,0,"en","C","CCG001","53","",1
,,,,,,,,0,"en","C","CCG001","54","",1
,,,,,,,,0,"en","C","CCG001","55","",1
,,,,,,,,0,"en","C","CCG001","56","",1
,,,,,,,,0,"en","C","CCG001","57","",1
,,,,,,,,0,"en","C","CCG001","58","",1
,,,,,,,,0,"en","C","CCG001","59","",1
,,,,,,,,0,"en","C","CCG001","6","",1
,,,,,,,,0,"en","C","CCG001","60","",1
,,,,,,,,0,"en","C","CCG001","61","",1
,,,,,,,,0,"en","C","CCG001","62","",1
,,,,,,,,0,"en","C","CCG001","63","",1
,,,,,,,,0,"en","C","CCG001","64","",1
,,,,,,,,0,"en","C","CCG001","65","",1
,,,,,,,,0,"en","C","CCG001","66","",1
,,,,,,,,0,"en","C","CCG001","67","",1
,,,,,,,,0,"en","C","CCG001","68","",1
,,,,,,,,0,"en","C","CCG001","69","",1
,,,,,,,,0,"en","C","CCG001","7","",1
,,,,,,,,0,"en","C","CCG001","70","",1
,,,,,,,,0,"en","C","CCG001","71","",1
,,,,,,,,0,"en","C","CCG001","72","",1
,,,,,,,,0,"en","C","CCG001","73","",1
,,,,,,,,0,"en","C","CCG001","74","",1
,,,,,,,,0,"en","C","CCG001","75","",1
,,,,,,,,0,"en","C","CCG001","76","",1
,,,,,,,,0,"en","C","CCG001","77","",1
,,,,,,,,0,"en","C","CCG001","78","",1
,,,,,,,,0,"en","C","CCG001","79","",1
,,,,,,,,0,"en","C","CCG001","8","",1
,,,,,,,,0,"en","C","CCG001","80","",1
,,,,,,,,0,"en","C","CCG001","81","",1
,,,,,,,,0,"en","C","CCG001","82","",1
,,,,,,,,0,"en","C","CCG001","83","",1
,,,,,,,,0,"en","C","CCG001","84","",1
,,,,,,,,0,"en","C","CCG001","85","",1
,,,,,,,,0,"en","C","CCG001","86","",1
,,,,,,,,0,"en","C","CCG001","87","",1
,,,,,,,,0,"en","C","CCG001","88","",1
,,,,,,,,0,"en","C","CCG001","89","",1
,,,,,,,,0,"en","C","CCG001","9","",1
,,,,,,,,0,"en","C","CCG001","90","",1
