INS_DATE,INS_CCD,INS_SCD,INS_PG,UPD_DATE,UPD_CCD,UPD_SCD,UPD_PG,EXCLUS_VER,CONTRACT_CD,CID,M_ATD_ITEM_ID,CALCULABLE
,,,,,,,,0,"000000000000","000000000000-0000",337,true
,,,,,,,,0,"000000000000","000000000000-0000",338,true
,,,,,,,,0,"000000000000","000000000000-0000",339,true
,,,,,,,,0,"000000000000","000000000000-0000",340,true
,,,,,,,,0,"000000000000","000000000000-0000",341,true
,,,,,,,,0,"000000000000","000000000000-0000",342,true
,,,,,,,,0,"000000000000","000000000000-0000",343,true
,,,,,,,,0,"000000000000","000000000000-0000",344,true
,,,,,,,,0,"000000000000","000000000000-0000",345,true
,,,,,,,,0,"000000000000","000000000000-0000",346,true
,,,,,,,,0,"000000000000","000000000000-0000",347,true
,,,,,,,,0,"000000000000","000000000000-0000",348,true
,,,,,,,,0,"000000000000","000000000000-0000",349,true
,,,,,,,,0,"000000000000","000000000000-0000",350,true
,,,,,,,,0,"000000000000","000000000000-0000",351,true
,,,,,,,,0,"000000000000","000000000000-0000",352,true
,,,,,,,,0,"000000000000","000000000000-0000",353,true
,,,,,,,,0,"000000000000","000000000000-0000",354,true
,,,,,,,,0,"000000000000","000000000000-0000",355,true
,,,,,,,,0,"000000000000","000000000000-0000",356,true
,,,,,,,,0,"000000000000","000000000000-0000",357,true
,,,,,,,,0,"000000000000","000000000000-0000",358,true
,,,,,,,,0,"000000000000","000000000000-0000",359,true
,,,,,,,,0,"000000000000","000000000000-0000",360,true
,,,,,,,,0,"000000000000","000000000000-0000",361,true
,,,,,,,,0,"000000000000","000000000000-0000",362,true
,,,,,,,,0,"000000000000","000000000000-0000",363,true
,,,,,,,,0,"000000000000","000000000000-0000",364,true
,,,,,,,,0,"000000000000","000000000000-0000",365,true
,,,,,,,,0,"000000000000","000000000000-0000",366,true
,,,,,,,,0,"000000000000","000000000000-0000",367,true
,,,,,,,,0,"000000000000","000000000000-0000",368,true
,,,,,,,,0,"000000000000","000000000000-0000",369,true
,,,,,,,,0,"000000000000","000000000000-0000",370,true
,,,,,,,,0,"000000000000","000000000000-0000",371,true
,,,,,,,,0,"000000000000","000000000000-0000",372,true
,,,,,,,,0,"000000000000","000000000000-0000",373,true
,,,,,,,,0,"000000000000","000000000000-0000",374,true
,,,,,,,,0,"000000000000","000000000000-0000",375,true
,,,,,,,,0,"000000000000","000000000000-0000",376,true
,,,,,,,,0,"000000000000","000000000000-0000",377,true
,,,,,,,,0,"000000000000","000000000000-0000",378,true
,,,,,,,,0,"000000000000","000000000000-0000",379,true
,,,,,,,,0,"000000000000","000000000000-0000",380,true
,,,,,,,,0,"000000000000","000000000000-0000",381,true
,,,,,,,,0,"000000000000","000000000000-0000",382,true
,,,,,,,,0,"000000000000","000000000000-0000",383,true
,,,,,,,,0,"000000000000","000000000000-0000",384,true
,,,,,,,,0,"000000000000","000000000000-0000",385,true
,,,,,,,,0,"000000000000","000000000000-0000",386,true
,,,,,,,,0,"000000000000","000000000000-0000",387,true
,,,,,,,,0,"000000000000","000000000000-0000",388,true
,,,,,,,,0,"000000000000","000000000000-0000",389,true
,,,,,,,,0,"000000000000","000000000000-0000",390,true
,,,,,,,,0,"000000000000","000000000000-0000",391,true
,,,,,,,,0,"000000000000","000000000000-0000",392,true
,,,,,,,,0,"000000000000","000000000000-0000",393,true
,,,,,,,,0,"000000000000","000000000000-0000",394,true
,,,,,,,,0,"000000000000","000000000000-0000",395,true
,,,,,,,,0,"000000000000","000000000000-0000",396,true
,,,,,,,,0,"000000000000","000000000000-0000",397,true
,,,,,,,,0,"000000000000","000000000000-0000",398,true
,,,,,,,,0,"000000000000","000000000000-0000",399,true
,,,,,,,,0,"000000000000","000000000000-0000",400,true
,,,,,,,,0,"000000000000","000000000000-0000",401,true
,,,,,,,,0,"000000000000","000000000000-0000",402,true
,,,,,,,,0,"000000000000","000000000000-0000",403,true
,,,,,,,,0,"000000000000","000000000000-0000",404,true
,,,,,,,,0,"000000000000","000000000000-0000",405,true
,,,,,,,,0,"000000000000","000000000000-0000",406,true
,,,,,,,,0,"000000000000","000000000000-0000",407,true
,,,,,,,,0,"000000000000","000000000000-0000",408,true
,,,,,,,,0,"000000000000","000000000000-0000",409,true
,,,,,,,,0,"000000000000","000000000000-0000",410,true
,,,,,,,,0,"000000000000","000000000000-0000",411,true
,,,,,,,,0,"000000000000","000000000000-0000",412,true
,,,,,,,,0,"000000000000","000000000000-0000",413,true
,,,,,,,,0,"000000000000","000000000000-0000",414,true
,,,,,,,,0,"000000000000","000000000000-0000",415,true
,,,,,,,,0,"000000000000","000000000000-0000",416,true
,,,,,,,,0,"000000000000","000000000000-0000",417,true
,,,,,,,,0,"000000000000","000000000000-0000",418,true
,,,,,,,,0,"000000000000","000000000000-0000",429,true
,,,,,,,,0,"000000000000","000000000000-0000",430,true
,,,,,,,,0,"000000000000","000000000000-0000",431,true
,,,,,,,,0,"000000000000","000000000000-0000",432,true
,,,,,,,,0,"000000000000","000000000000-0000",433,true
,,,,,,,,0,"000000000000","000000000000-0000",434,true
,,,,,,,,0,"000000000000","000000000000-0000",435,true
,,,,,,,,0,"000000000000","000000000000-0000",436,true
,,,,,,,,0,"000000000000","000000000000-0000",437,true
,,,,,,,,0,"000000000000","000000000000-0000",438,true
,,,,,,,,0,"000000000000","000000000000-0000",439,true
,,,,,,,,0,"000000000000","000000000000-0000",440,true
,,,,,,,,0,"000000000000","000000000000-0000",441,true
,,,,,,,,0,"000000000000","000000000000-0000",442,true
,,,,,,,,0,"000000000000","000000000000-0000",443,true
,,,,,,,,0,"000000000000","000000000000-0000",444,true
,,,,,,,,0,"000000000000","000000000000-0000",445,true
,,,,,,,,0,"000000000000","000000000000-0000",446,true
,,,,,,,,0,"000000000000","000000000000-0000",447,true
,,,,,,,,0,"000000000000","000000000000-0000",448,true
,,,,,,,,0,"000000000000","000000000000-0000",449,true
,,,,,,,,0,"000000000000","000000000000-0000",450,true
,,,,,,,,0,"000000000000","000000000000-0000",451,true
,,,,,,,,0,"000000000000","000000000000-0000",452,true
,,,,,,,,0,"000000000000","000000000000-0000",453,true
,,,,,,,,0,"000000000000","000000000000-0000",454,true
,,,,,,,,0,"000000000000","000000000000-0000",455,true
,,,,,,,,0,"000000000000","000000000000-0000",456,true
,,,,,,,,0,"000000000000","000000000000-0000",457,true
,,,,,,,,0,"000000000000","000000000000-0000",458,true
,,,,,,,,0,"000000000000","000000000000-0000",459,true
,,,,,,,,0,"000000000000","000000000000-0000",460,true
,,,,,,,,0,"000000000000","000000000000-0000",461,true
,,,,,,,,0,"000000000000","000000000000-0000",462,true
,,,,,,,,0,"000000000000","000000000000-0000",463,true
,,,,,,,,0,"000000000000","000000000000-0000",464,true
,,,,,,,,0,"000000000000","000000000000-0000",465,true
,,,,,,,,0,"000000000000","000000000000-0000",466,true
,,,,,,,,0,"000000000000","000000000000-0000",467,true
,,,,,,,,0,"000000000000","000000000000-0000",468,true
,,,,,,,,0,"000000000000","000000000000-0000",469,true
,,,,,,,,0,"000000000000","000000000000-0000",470,true
,,,,,,,,0,"000000000000","000000000000-0000",471,true
,,,,,,,,0,"000000000000","000000000000-0000",472,true
,,,,,,,,0,"000000000000","000000000000-0000",473,true
,,,,,,,,0,"000000000000","000000000000-0000",474,true
,,,,,,,,0,"000000000000","000000000000-0000",475,true
,,,,,,,,0,"000000000000","000000000000-0000",476,true
,,,,,,,,0,"000000000000","000000000000-0000",477,true
,,,,,,,,0,"000000000000","000000000000-0000",478,true
,,,,,,,,0,"000000000000","000000000000-0000",479,true
,,,,,,,,0,"000000000000","000000000000-0000",480,true
,,,,,,,,0,"000000000000","000000000000-0000",481,true
,,,,,,,,0,"000000000000","000000000000-0000",482,true
,,,,,,,,0,"000000000000","000000000000-0000",483,true
,,,,,,,,0,"000000000000","000000000000-0000",484,true
,,,,,,,,0,"000000000000","000000000000-0000",485,true
,,,,,,,,0,"000000000000","000000000000-0000",486,true
,,,,,,,,0,"000000000000","000000000000-0000",487,true
,,,,,,,,0,"000000000000","000000000000-0000",488,true
,,,,,,,,0,"000000000000","000000000000-0000",489,true
,,,,,,,,0,"000000000000","000000000000-0000",490,true
,,,,,,,,0,"000000000000","000000000000-0000",491,true
,,,,,,,,0,"000000000000","000000000000-0000",492,true
,,,,,,,,0,"000000000000","000000000000-0000",493,true
,,,,,,,,0,"000000000000","000000000000-0000",494,true
,,,,,,,,0,"000000000000","000000000000-0000",495,true
,,,,,,,,0,"000000000000","000000000000-0000",496,true
,,,,,,,,0,"000000000000","000000000000-0000",497,true
,,,,,,,,0,"000000000000","000000000000-0000",498,true
,,,,,,,,0,"000000000000","000000000000-0000",499,true
,,,,,,,,0,"000000000000","000000000000-0000",500,true
,,,,,,,,0,"000000000000","000000000000-0000",501,true
,,,,,,,,0,"000000000000","000000000000-0000",502,true
,,,,,,,,0,"000000000000","000000000000-0000",503,true
,,,,,,,,0,"000000000000","000000000000-0000",504,true
,,,,,,,,0,"000000000000","000000000000-0000",505,true
,,,,,,,,0,"000000000000","000000000000-0000",506,true
,,,,,,,,0,"000000000000","000000000000-0000",507,true
,,,,,,,,0,"000000000000","000000000000-0000",508,true
,,,,,,,,0,"000000000000","000000000000-0000",509,true
,,,,,,,,0,"000000000000","000000000000-0000",510,true
,,,,,,,,0,"000000000000","000000000000-0000",511,true
,,,,,,,,0,"000000000000","000000000000-0000",512,true
,,,,,,,,0,"000000000000","000000000000-0000",513,true
,,,,,,,,0,"000000000000","000000000000-0000",514,true
,,,,,,,,0,"000000000000","000000000000-0000",515,true
,,,,,,,,0,"000000000000","000000000000-0000",516,true
,,,,,,,,0,"000000000000","000000000000-0000",517,true
,,,,,,,,0,"000000000000","000000000000-0000",518,true
,,,,,,,,0,"000000000000","000000000000-0000",519,true
,,,,,,,,0,"000000000000","000000000000-0000",520,true
,,,,,,,,0,"000000000000","000000000000-0000",521,true
,,,,,,,,0,"000000000000","000000000000-0000",522,true
,,,,,,,,0,"000000000000","000000000000-0000",523,true
,,,,,,,,0,"000000000000","000000000000-0000",524,true
,,,,,,,,0,"000000000000","000000000000-0000",525,true
,,,,,,,,0,"000000000000","000000000000-0000",526,true
,,,,,,,,0,"000000000000","000000000000-0000",527,true
,,,,,,,,0,"000000000000","000000000000-0000",528,true
,,,,,,,,0,"000000000000","000000000000-0000",529,true
,,,,,,,,0,"000000000000","000000000000-0000",530,true
,,,,,,,,0,"000000000000","000000000000-0000",531,true
,,,,,,,,0,"000000000000","000000000000-0000",532,true
,,,,,,,,0,"000000000000","000000000000-0000",533,true
,,,,,,,,0,"000000000000","000000000000-0000",534,true
,,,,,,,,0,"000000000000","000000000000-0000",535,true
,,,,,,,,0,"000000000000","000000000000-0000",536,true
,,,,,,,,0,"000000000000","000000000000-0000",537,true
,,,,,,,,0,"000000000000","000000000000-0000",538,true
,,,,,,,,0,"000000000000","000000000000-0000",539,true
,,,,,,,,0,"000000000000","000000000000-0000",540,true
,,,,,,,,0,"000000000000","000000000000-0000",541,true
,,,,,,,,0,"000000000000","000000000000-0000",542,true
,,,,,,,,0,"000000000000","000000000000-0000",543,true
,,,,,,,,0,"000000000000","000000000000-0000",544,true
,,,,,,,,0,"000000000000","000000000000-0000",545,true
,,,,,,,,0,"000000000000","000000000000-0000",546,true
,,,,,,,,0,"000000000000","000000000000-0000",547,true
,,,,,,,,0,"000000000000","000000000000-0000",548,true
,,,,,,,,0,"000000000000","000000000000-0000",549,true
,,,,,,,,0,"000000000000","000000000000-0000",550,true
,,,,,,,,0,"000000000000","000000000000-0000",551,true
,,,,,,,,0,"000000000000","000000000000-0000",552,true
,,,,,,,,0,"000000000000","000000000000-0000",553,true
,,,,,,,,0,"000000000000","000000000000-0000",554,true
,,,,,,,,0,"000000000000","000000000000-0000",555,true
,,,,,,,,0,"000000000000","000000000000-0000",556,true
,,,,,,,,0,"000000000000","000000000000-0000",557,true
,,,,,,,,0,"000000000000","000000000000-0000",558,true
,,,,,,,,0,"000000000000","000000000000-0000",559,true
,,,,,,,,0,"000000000000","000000000000-0000",560,true
,,,,,,,,0,"000000000000","000000000000-0000",561,true
,,,,,,,,0,"000000000000","000000000000-0000",562,true
,,,,,,,,0,"000000000000","000000000000-0000",563,true
,,,,,,,,0,"000000000000","000000000000-0000",564,true
,,,,,,,,0,"000000000000","000000000000-0000",565,true
,,,,,,,,0,"000000000000","000000000000-0000",566,true
,,,,,,,,0,"000000000000","000000000000-0000",567,true
,,,,,,,,0,"000000000000","000000000000-0000",568,true
,,,,,,,,0,"000000000000","000000000000-0000",569,true
,,,,,,,,0,"000000000000","000000000000-0000",570,true
,,,,,,,,0,"000000000000","000000000000-0000",571,true
,,,,,,,,0,"000000000000","000000000000-0000",572,true
,,,,,,,,0,"000000000000","000000000000-0000",573,true
,,,,,,,,0,"000000000000","000000000000-0000",574,true
,,,,,,,,0,"000000000000","000000000000-0000",575,true
,,,,,,,,0,"000000000000","000000000000-0000",576,true
,,,,,,,,0,"000000000000","000000000000-0000",577,true
,,,,,,,,0,"000000000000","000000000000-0000",578,true
,,,,,,,,0,"000000000000","000000000000-0000",579,true
,,,,,,,,0,"000000000000","000000000000-0000",580,true
,,,,,,,,0,"000000000000","000000000000-0000",581,true
,,,,,,,,0,"000000000000","000000000000-0000",582,true
,,,,,,,,0,"000000000000","000000000000-0000",583,true
,,,,,,,,0,"000000000000","000000000000-0000",584,true
,,,,,,,,0,"000000000000","000000000000-0000",585,true
,,,,,,,,0,"000000000000","000000000000-0000",586,true
,,,,,,,,0,"000000000000","000000000000-0000",587,true
,,,,,,,,0,"000000000000","000000000000-0000",588,true
,,,,,,,,0,"000000000000","000000000000-0000",589,true
,,,,,,,,0,"000000000000","000000000000-0000",590,true
