ins_date,ins_ccd,ins_scd,ins_pg,upd_date,upd_ccd,upd_scd,upd_pg,exclus_ver,contract_cd,cid,attendance_item_id,order_sorted
,,,,,,,,0,"000000000000","000000000000-0000",624,773
,,,,,,,,0,"000000000000","000000000000-0000",625,774
,,,,,,,,0,"000000000000","000000000000-0000",626,775
,,,,,,,,0,"000000000000","000000000000-0000",627,776
,,,,,,,,0,"000000000000","000000000000-0000",628,777
,,,,,,,,0,"000000000000","000000000000-0000",629,778
,,,,,,,,0,"000000000000","000000000000-0000",630,779
,,,,,,,,0,"000000000000","000000000000-0000",631,780
,,,,,,,,0,"000000000000","000000000000-0000",632,781
,,,,,,,,0,"000000000000","000000000000-0000",633,782
,,,,,,,,0,"000000000000","000000000000-0000",634,783
,,,,,,,,0,"000000000000","000000000000-0000",635,784
,,,,,,,,0,"000000000000","000000000000-0000",636,785
,,,,,,,,0,"000000000000","000000000000-0000",637,786
,,,,,,,,0,"000000000000","000000000000-0000",638,787
,,,,,,,,0,"000000000000","000000000000-0000",639,788
,,,,,,,,0,"000000000000","000000000000-0000",640,789
,,,,,,,,0,"000000000000","000000000000-0000",641,661
,,,,,,,,0,"000000000000","000000000000-0000",642,662
,,,,,,,,0,"000000000000","000000000000-0000",643,663
,,,,,,,,0,"000000000000","000000000000-0000",644,664
,,,,,,,,0,"000000000000","000000000000-0000",645,665
,,,,,,,,0,"000000000000","000000000000-0000",646,666
,,,,,,,,0,"000000000000","000000000000-0000",647,667
,,,,,,,,0,"000000000000","000000000000-0000",648,668
,,,,,,,,0,"000000000000","000000000000-0000",649,669
,,,,,,,,0,"000000000000","000000000000-0000",650,670
,,,,,,,,0,"000000000000","000000000000-0000",651,671
,,,,,,,,0,"000000000000","000000000000-0000",652,672
,,,,,,,,0,"000000000000","000000000000-0000",653,673
,,,,,,,,0,"000000000000","000000000000-0000",654,674
,,,,,,,,0,"000000000000","000000000000-0000",655,675
,,,,,,,,0,"000000000000","000000000000-0000",656,676
,,,,,,,,0,"000000000000","000000000000-0000",657,677
,,,,,,,,0,"000000000000","000000000000-0000",658,678
,,,,,,,,0,"000000000000","000000000000-0000",659,679
,,,,,,,,0,"000000000000","000000000000-0000",660,680
,,,,,,,,0,"000000000000","000000000000-0000",661,681
,,,,,,,,0,"000000000000","000000000000-0000",662,682
,,,,,,,,0,"000000000000","000000000000-0000",663,683
,,,,,,,,0,"000000000000","000000000000-0000",664,684
,,,,,,,,0,"000000000000","000000000000-0000",665,685
,,,,,,,,0,"000000000000","000000000000-0000",666,686
,,,,,,,,0,"000000000000","000000000000-0000",667,687
,,,,,,,,0,"000000000000","000000000000-0000",668,688
,,,,,,,,0,"000000000000","000000000000-0000",669,689
,,,,,,,,0,"000000000000","000000000000-0000",670,690
,,,,,,,,0,"000000000000","000000000000-0000",671,691
,,,,,,,,0,"000000000000","000000000000-0000",672,692
,,,,,,,,0,"000000000000","000000000000-0000",673,693
,,,,,,,,0,"000000000000","000000000000-0000",674,694
,,,,,,,,0,"000000000000","000000000000-0000",675,695
,,,,,,,,0,"000000000000","000000000000-0000",676,696
,,,,,,,,0,"000000000000","000000000000-0000",677,697
,,,,,,,,0,"000000000000","000000000000-0000",678,698
,,,,,,,,0,"000000000000","000000000000-0000",679,699
,,,,,,,,0,"000000000000","000000000000-0000",680,700
,,,,,,,,0,"000000000000","000000000000-0000",681,701
,,,,,,,,0,"000000000000","000000000000-0000",682,702
,,,,,,,,0,"000000000000","000000000000-0000",683,703
,,,,,,,,0,"000000000000","000000000000-0000",684,704
,,,,,,,,0,"000000000000","000000000000-0000",685,705
,,,,,,,,0,"000000000000","000000000000-0000",686,706
,,,,,,,,0,"000000000000","000000000000-0000",687,707
,,,,,,,,0,"000000000000","000000000000-0000",688,708
,,,,,,,,0,"000000000000","000000000000-0000",689,709
,,,,,,,,0,"000000000000","000000000000-0000",690,710
,,,,,,,,0,"000000000000","000000000000-0000",691,711
,,,,,,,,0,"000000000000","000000000000-0000",692,712
,,,,,,,,0,"000000000000","000000000000-0000",693,713
,,,,,,,,0,"000000000000","000000000000-0000",694,714
,,,,,,,,0,"000000000000","000000000000-0000",695,715
,,,,,,,,0,"000000000000","000000000000-0000",696,716
,,,,,,,,0,"000000000000","000000000000-0000",697,717
,,,,,,,,0,"000000000000","000000000000-0000",698,718
,,,,,,,,0,"000000000000","000000000000-0000",699,719
,,,,,,,,0,"000000000000","000000000000-0000",700,720
,,,,,,,,0,"000000000000","000000000000-0000",701,721
,,,,,,,,0,"000000000000","000000000000-0000",702,722
,,,,,,,,0,"000000000000","000000000000-0000",703,723
,,,,,,,,0,"000000000000","000000000000-0000",704,724
